File,nCommit,AddedLOC,nCoupledClass,LOC,CommentToCodeRatio
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/QualityStats.java,1.0,1,1,11,0.51
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/trec/QueryDriver.java,1.0,17,11,35,0.79
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/trec/Trec1MQReader.java,0.0,0,1,21,1.11
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/trec/TrecJudge.java,0.0,0,2,13,0.37
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/trec/TrecTopicsReader.java,0.0,0,1,23,0.84
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/utils/DocNameExtractor.java,0.0,0,4,9,1.36
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/utils/QualityQueriesFinder.java,0.5,2,8,10,0.32
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/utils/SimpleQQParser.java,0.0,0,5,8,1.17
contrib/benchmark/src/java/org/apache/lucene/benchmark/quality/utils/SubmissionReport.java,0.0,0,5,12,0.7
contrib/benchmark/src/java/org/apache/lucene/benchmark/stats/MemUsage.java,0.0,0,0,7,1.11
contrib/benchmark/src/java/org/apache/lucene/benchmark/stats/QueryData.java,0.0,0,2,11,0.95
contrib/benchmark/src/java/org/apache/lucene/benchmark/stats/TestData.java,1.0,6,10,13,0.18
contrib/benchmark/src/java/org/apache/lucene/benchmark/stats/TestRunData.java,0.0,0,2,8,0.26
contrib/benchmark/src/java/org/apache/lucene/benchmark/stats/TimeData.java,1.0,2,0,4,0.68
contrib/benchmark/src/java/org/apache/lucene/benchmark/utils/ExtractReuters.java,0.0,0,0,21,0.22
contrib/benchmark/src/java/org/apache/lucene/benchmark/utils/ExtractWikipedia.java,1.0,8,5,17,0.18
contrib/benchmark/src/java/org/apache/lucene/benchmark/utils/NoDeletionPolicy.java,1.0,31,0,2,1.6
contrib/benchmark/src/test/org/apache/lucene/benchmark/BenchmarkTestCase.java,1.0,38,0,3,1.31
contrib/benchmark/src/test/org/apache/lucene/benchmark/byTask/feeds/DocMakerTest.java,1.0,161,16,17,0.31
contrib/benchmark/src/test/org/apache/lucene/benchmark/byTask/feeds/LineDocSourceTest.java,1.0,145,14,12,0.28
contrib/benchmark/src/test/org/apache/lucene/benchmark/byTask/feeds/TrecContentSourceTest.java,1.0,333,5,27,0.11
contrib/benchmark/src/test/org/apache/lucene/benchmark/byTask/tasks/CountingHighlighterTestTask.java,1.0,16,9,6,0.5
contrib/benchmark/src/test/org/apache/lucene/benchmark/byTask/tasks/CountingSearchTestTask.java,1.0,5,1,4,0.7
contrib/benchmark/src/test/org/apache/lucene/benchmark/byTask/tasks/CreateIndexTaskTest.java,1.0,80,4,15,0.35
contrib/benchmark/src/test/org/apache/lucene/benchmark/byTask/tasks/PerfTaskTest.java,1.0,72,4,5,0.43
contrib/benchmark/src/test/org/apache/lucene/benchmark/byTask/tasks/WriteLineDocTaskTest.java,0.6,252,8,10,0.21
contrib/benchmark/src/test/org/apache/lucene/benchmark/byTask/TestPerfTasksLogic.java,0.75,64,18,26,0.26
contrib/benchmark/src/test/org/apache/lucene/benchmark/byTask/TestPerfTasksParse.java,1.0,10,4,14,0.35
contrib/benchmark/src/test/org/apache/lucene/benchmark/quality/TestQualityRun.java,0.5,5,13,41,0.33
contrib/collation/src/java/org/apache/lucene/collation/CollationKeyAnalyzer.java,0.5,9,5,7,1.78
contrib/collation/src/java/org/apache/lucene/collation/CollationKeyFilter.java,0.5,22,2,14,1.68
contrib/collation/src/java/org/apache/lucene/collation/ICUCollationKeyAnalyzer.java,0.5,10,5,7,1.58
contrib/collation/src/java/org/apache/lucene/collation/ICUCollationKeyFilter.java,0.333333333,28,2,14,1.48
contrib/collation/src/test/org/apache/lucene/collation/CollationTestBase.java,1.0,9,26,33,0.27
contrib/collation/src/test/org/apache/lucene/collation/TestCollationKeyAnalyzer.java,0.0,0,2,6,0.46
contrib/collation/src/test/org/apache/lucene/collation/TestCollationKeyFilter.java,0.0,0,3,5,0.36
contrib/collation/src/test/org/apache/lucene/collation/TestICUCollationKeyAnalyzer.java,0.0,0,2,6,0.55
contrib/collation/src/test/org/apache/lucene/collation/TestICUCollationKeyFilter.java,0.0,0,3,5,0.42
contrib/db/bdb-je/src/java/org/apache/lucene/store/je/Block.java,0.0,0,3,7,0.45
contrib/db/bdb-je/src/java/org/apache/lucene/store/je/File.java,0.0,0,1,16,0.14
contrib/db/bdb-je/src/java/org/apache/lucene/store/je/JEDirectory.java,0.0,0,7,9,0.48
contrib/db/bdb-je/src/java/org/apache/lucene/store/je/JEIndexInput.java,0.0,0,4,11,0.24
contrib/db/bdb-je/src/java/org/apache/lucene/store/je/JEIndexOutput.java,0.0,0,3,10,0.3
contrib/db/bdb-je/src/java/org/apache/lucene/store/je/JELock.java,0.0,0,0,3,1.0
contrib/db/bdb-je/src/test/org/apache/lucene/store/je/JEStoreTest.java,0.0,0,4,114,0.04
contrib/db/bdb/src/java/com/sleepycat/db/DbHandleExtractor.java,0.0,0,0,3,1.62
contrib/db/bdb/src/java/org/apache/lucene/store/db/Block.java,0.0,0,3,9,0.26
contrib/db/bdb/src/java/org/apache/lucene/store/db/DbDirectory.java,0.0,0,8,10,0.32
contrib/db/bdb/src/java/org/apache/lucene/store/db/DbIndexInput.java,0.0,0,4,13,0.16
contrib/db/bdb/src/java/org/apache/lucene/store/db/DbIndexOutput.java,0.0,0,3,12,0.2
contrib/db/bdb/src/java/org/apache/lucene/store/db/DbLock.java,0.0,0,0,3,1.1
contrib/db/bdb/src/java/org/apache/lucene/store/db/File.java,0.0,0,1,18,0.09
contrib/db/bdb/src/test/org/apache/lucene/store/db/DbStoreTest.java,0.0,0,4,91,0.07
contrib/db/bdb/src/test/org/apache/lucene/store/db/SanityLoadLibrary.java,0.0,0,0,5,2.3
contrib/fast-vector-highlighter/src/java/org/apache/lucene/search/vectorhighlight/BaseFragmentsBuilder.java,0.5,126,7,6,0.19
contrib/fast-vector-highlighter/src/java/org/apache/lucene/search/vectorhighlight/FastVectorHighlighter.java,0.5,139,10,10,1.67
contrib/fast-vector-highlighter/src/java/org/apache/lucene/search/vectorhighlight/FieldFragList.java,1.0,103,2,8,0.61
contrib/fast-vector-highlighter/src/java/org/apache/lucene/search/vectorhighlight/FieldPhraseList.java,1.0,187,5,11,0.24
contrib/fast-vector-highlighter/src/java/org/apache/lucene/search/vectorhighlight/FieldQuery.java,0.666666667,395,7,9,0.41
contrib/fast-vector-highlighter/src/java/org/apache/lucene/search/vectorhighlight/FieldTermStack.java,1.0,171,19,7,0.49
contrib/fast-vector-highlighter/src/java/org/apache/lucene/search/vectorhighlight/FragListBuilder.java,1.0,34,2,8,6.75
contrib/fast-vector-highlighter/src/java/org/apache/lucene/search/vectorhighlight/FragmentsBuilder.java,1.0,57,2,12,4.67
contrib/fast-vector-highlighter/src/java/org/apache/lucene/search/vectorhighlight/ScoreOrderFragmentsBuilder.java,0.5,70,1,8,1.14
contrib/fast-vector-highlighter/src/java/org/apache/lucene/search/vectorhighlight/SimpleFragListBuilder.java,1.0,82,3,47,0.4
contrib/fast-vector-highlighter/src/java/org/apache/lucene/search/vectorhighlight/SimpleFragmentsBuilder.java,1.0,53,0,7,2.29
contrib/fast-vector-highlighter/src/test/org/apache/lucene/search/vectorhighlight/AbstractTestCase.java,0.5,361,18,6,0.25
contrib/fast-vector-highlighter/src/test/org/apache/lucene/search/vectorhighlight/FieldPhraseListTest.java,1.0,197,5,11,0.18
contrib/fast-vector-highlighter/src/test/org/apache/lucene/search/vectorhighlight/FieldQueryTest.java,0.5,829,7,34,0.18
contrib/fast-vector-highlighter/src/test/org/apache/lucene/search/vectorhighlight/FieldTermStackTest.java,1.0,167,5,11,0.27
contrib/fast-vector-highlighter/src/test/org/apache/lucene/search/vectorhighlight/IndexTimeSynonymTest.java,0.5,319,9,10,0.14
contrib/fast-vector-highlighter/src/test/org/apache/lucene/search/vectorhighlight/ScoreOrderFragmentsBuilderTest.java,1.0,43,9,9,0.81
contrib/fast-vector-highlighter/src/test/org/apache/lucene/search/vectorhighlight/SimpleFragListBuilderTest.java,1.0,163,7,10,0.15
contrib/fast-vector-highlighter/src/test/org/apache/lucene/search/vectorhighlight/SimpleFragmentsBuilderTest.java,0.666666667,136,17,9,0.2
contrib/highlighter/src/java/org/apache/lucene/search/highlight/DefaultEncoder.java,0.0,0,0,3,1.9
contrib/highlighter/src/java/org/apache/lucene/search/highlight/Encoder.java,1.0,1,0,4,5.5
contrib/highlighter/src/java/org/apache/lucene/search/highlight/Formatter.java,0.0,0,1,6,5.2
contrib/highlighter/src/java/org/apache/lucene/search/highlight/Fragmenter.java,1.0,26,1,7,5.83
contrib/highlighter/src/java/org/apache/lucene/search/highlight/GradientFormatter.java,1.0,2,1,25,0.39
contrib/highlighter/src/java/org/apache/lucene/search/highlight/Highlighter.java,0.666666667,28,18,22,0.53
contrib/highlighter/src/java/org/apache/lucene/search/highlight/InvalidTokenOffsetsException.java,1.0,31,0,4,2.5
contrib/highlighter/src/java/org/apache/lucene/search/highlight/NullFragmenter.java,1.0,4,1,2,2.22
contrib/highlighter/src/java/org/apache/lucene/search/highlight/QueryScorer.java,0.625,361,11,10,0.74
contrib/highlighter/src/java/org/apache/lucene/search/highlight/QueryTermExtractor.java,0.333333333,4,9,17,0.74
contrib/highlighter/src/java/org/apache/lucene/search/highlight/QueryTermScorer.java,0.5,163,8,8,1.17
contrib/highlighter/src/java/org/apache/lucene/search/highlight/Scorer.java,1.0,60,2,8,5.44
contrib/highlighter/src/java/org/apache/lucene/search/highlight/SimpleFragmenter.java,0.5,49,3,5,1.12
contrib/highlighter/src/java/org/apache/lucene/search/highlight/SimpleHTMLEncoder.java,0.0,0,0,18,0.47
contrib/highlighter/src/java/org/apache/lucene/search/highlight/SimpleHTMLFormatter.java,0.0,0,1,7,1.08
contrib/highlighter/src/java/org/apache/lucene/search/highlight/SimpleSpanFragmenter.java,0.75,34,8,13,0.57
contrib/highlighter/src/java/org/apache/lucene/search/highlight/SpanGradientFormatter.java,0.0,0,1,19,0.6
contrib/highlighter/src/java/org/apache/lucene/search/highlight/TextFragment.java,0.0,0,0,5,0.87
contrib/highlighter/src/java/org/apache/lucene/search/highlight/TokenGroup.java,0.5,97,5,7,0.54
contrib/highlighter/src/java/org/apache/lucene/search/highlight/TokenSources.java,0.666666667,42,9,22,0.51
contrib/highlighter/src/java/org/apache/lucene/search/highlight/WeightedSpanTerm.java,0.0,0,1,7,0.89
contrib/highlighter/src/java/org/apache/lucene/search/highlight/WeightedSpanTermExtractor.java,0.714285714,142,29,21,0.34
contrib/highlighter/src/java/org/apache/lucene/search/highlight/WeightedTerm.java,0.0,0,0,6,1.19
contrib/highlighter/src/test/org/apache/lucene/search/highlight/HighlighterTest.java,0.7,430,49,19,0.13
contrib/instantiated/src/java/org/apache/lucene/store/instantiated/FieldSetting.java,0.0,0,0,4,0.66
contrib/instantiated/src/java/org/apache/lucene/store/instantiated/FieldSettings.java,1.0,1,1,11,0.34
contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedDocument.java,0.0,0,1,3,0.81
contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedIndex.java,0.5,13,19,12,0.26
contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedIndexReader.java,1.0,4,22,10,0.45
contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedIndexWriter.java,0.5,5,22,20,0.36
contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedTerm.java,1.0,6,3,9,0.88
contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedTermDocs.java,0.0,0,7,9,0.49
contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedTermDocumentInformation.java,1.0,1,3,3,0.7
contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedTermEnum.java,0.0,0,4,9,0.56
contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedTermFreqVector.java,0.0,0,3,7,0.43
contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedTermPositions.java,1.0,1,2,8,1.18
contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedTermPositionVector.java,0.0,0,2,3,1.11
contrib/instantiated/src/test/org/apache/lucene/store/instantiated/TestEmptyIndex.java,1.0,9,13,14,0.24
contrib/instantiated/src/test/org/apache/lucene/store/instantiated/TestIndicesEquals.java,0.25,43,24,37,0.15
contrib/instantiated/src/test/org/apache/lucene/store/instantiated/TestRealTime.java,1.0,6,12,16,0.54
contrib/instantiated/src/test/org/apache/lucene/store/instantiated/TestSerialization.java,0.0,0,12,23,0.5
contrib/instantiated/src/test/org/apache/lucene/store/instantiated/TestUnoptimizedReaderOnConstructor.java,1.0,77,11,17,0.44
contrib/lucli/src/java/lucli/LuceneMethods.java,0.5,55,23,17,0.21
contrib/lucli/src/java/lucli/Lucli.java,0.5,18,3,14,0.29
contrib/memory/src/java/org/apache/lucene/index/memory/AnalyzerUtil.java,1.0,33,6,18,0.76
contrib/memory/src/java/org/apache/lucene/index/memory/MemoryIndex.java,0.5,26,16,10,0.52
contrib/memory/src/java/org/apache/lucene/index/memory/PatternAnalyzer.java,0.5,82,6,14,0.6
contrib/memory/src/java/org/apache/lucene/index/memory/SynonymMap.java,0.0,0,0,33,0.65
contrib/memory/src/java/org/apache/lucene/index/memory/SynonymTokenFilter.java,0.333333333,34,5,18,0.82
contrib/memory/src/test/org/apache/lucene/index/memory/MemoryIndexTest.java,0.5,5,23,19,0.53
contrib/memory/src/test/org/apache/lucene/index/memory/PatternAnalyzerTest.java,0.5,4,9,20,0.24
contrib/memory/src/test/org/apache/lucene/index/memory/TestSynonymTokenFilter.java,0.5,163,7,10,0.28
contrib/misc/src/java/org/apache/lucene/index/FieldNormModifier.java,0.5,162,9,37,0.6
contrib/misc/src/java/org/apache/lucene/index/TermVectorAccessor.java,1.0,170,9,12,0.64
contrib/misc/src/java/org/apache/lucene/misc/ChainedFilter.java,0.5,269,6,17,0.48
contrib/misc/src/java/org/apache/lucene/misc/HighFreqTerms.java,1.0,96,6,10,0.35
contrib/misc/src/java/org/apache/lucene/misc/IndexMergeTool.java,1.0,55,5,22,0.74
contrib/misc/src/java/org/apache/lucene/misc/LengthNormModifier.java,1.0,154,8,33,0.59
contrib/misc/src/java/org/apache/lucene/misc/SweetSpotSimilarity.java,0.5,269,1,19,1.12
contrib/misc/src/java/org/apache/lucene/queryParser/analyzing/AnalyzingQueryParser.java,1.0,318,6,53,0.67
contrib/misc/src/java/org/apache/lucene/queryParser/complexPhrase/ComplexPhraseQueryParser.java,0.5,395,13,17,0.38
contrib/misc/src/java/org/apache/lucene/queryParser/precedence/CharStream.java,1.0,110,0,6,5.33
contrib/misc/src/java/org/apache/lucene/queryParser/precedence/FastCharStream.java,1.0,124,0,5,0.4
contrib/misc/src/java/org/apache/lucene/queryParser/precedence/ParseException.java,1.0,192,1,27,0.63
contrib/misc/src/java/org/apache/lucene/queryParser/precedence/PrecedenceQueryParser.java,1.0,1345,28,20,0.28
contrib/misc/src/java/org/apache/lucene/queryParser/precedence/PrecedenceQueryParserConstants.java,1.0,78,0,0,0.01
contrib/misc/src/java/org/apache/lucene/queryParser/precedence/PrecedenceQueryParserTokenManager.java,1.0,1069,3,28,0.0
contrib/misc/src/java/org/apache/lucene/queryParser/precedence/Token.java,1.0,81,0,13,2.74
contrib/misc/src/java/org/apache/lucene/queryParser/precedence/TokenMgrError.java,1.0,133,0,14,0.67
contrib/misc/src/test/org/apache/lucene/index/TestFieldNormModifier.java,1.0,242,16,11,0.18
contrib/misc/src/test/org/apache/lucene/index/TestTermVectorAccessor.java,1.0,111,13,81,0.2
contrib/misc/src/test/org/apache/lucene/misc/ChainedFilterTest.java,1.0,244,25,17,0.18
contrib/misc/src/test/org/apache/lucene/misc/SweetSpotSimilarityTest.java,1.0,208,3,38,0.21
contrib/misc/src/test/org/apache/lucene/misc/TestLengthNormModifier.java,1.0,208,16,11,0.2
contrib/misc/src/test/org/apache/lucene/queryParser/analyzing/TestAnalyzingQueryParser.java,1.0,118,6,7,0.24
contrib/misc/src/test/org/apache/lucene/queryParser/complexPhrase/TestComplexPhraseQuery.java,1.0,144,17,13,0.36
contrib/misc/src/test/org/apache/lucene/queryParser/precedence/TestPrecedenceQueryParser.java,1.0,599,18,13,0.16
contrib/queries/src/java/org/apache/lucene/search/BooleanFilter.java,1.0,1,9,16,0.32
contrib/queries/src/java/org/apache/lucene/search/BoostingQuery.java,1.0,32,4,14,0.55
contrib/queries/src/java/org/apache/lucene/search/DuplicateFilter.java,0.0,0,6,11,0.28
contrib/queries/src/java/org/apache/lucene/search/FilterClause.java,0.0,0,2,8,1.75
contrib/queries/src/java/org/apache/lucene/search/FuzzyLikeThisQuery.java,0.5,84,20,15,0.27
contrib/queries/src/java/org/apache/lucene/search/similar/MoreLikeThis.java,0.333333333,31,24,13,1.1
contrib/queries/src/java/org/apache/lucene/search/similar/MoreLikeThisQuery.java,0.0,0,5,4,0.28
contrib/queries/src/java/org/apache/lucene/search/similar/SimilarityQueries.java,0.5,6,11,36,1.34
contrib/queries/src/java/org/apache/lucene/search/TermsFilter.java,0.0,0,5,14,0.41
contrib/queries/src/test/org/apache/lucene/search/BooleanFilterTest.java,1.0,2,18,11,0.1
contrib/queries/src/test/org/apache/lucene/search/BoostingQueryTest.java,1.0,33,3,8,1.23
contrib/queries/src/test/org/apache/lucene/search/DuplicateFilterTest.java,0.0,0,15,14,0.19
contrib/queries/src/test/org/apache/lucene/search/FuzzyLikeThisQueryTest.java,1.0,10,16,12,0.22
contrib/queries/src/test/org/apache/lucene/search/similar/TestMoreLikeThis.java,1.0,126,16,15,0.22
contrib/queries/src/test/org/apache/lucene/search/TermsFilterTest.java,1.0,17,12,25,0.31
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/builders/QueryBuilder.java,1.0,43,2,11,5.33
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/builders/QueryTreeBuilder.java,0.333333333,225,6,18,0.85
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/config/FieldConfig.java,1.0,64,0,9,2.12
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/config/FieldConfigListener.java,0.5,38,1,7,7.5
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/config/QueryConfigHandler.java,1.0,85,2,16,3.11
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/messages/QueryParserMessages.java,1.0,54,0,3,1.0
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/AndQueryNode.java,1.0,77,2,14,0.62
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/AnyQueryNode.java,1.0,143,3,12,0.5
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/BooleanQueryNode.java,1.0,83,2,11,0.64
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/BoostQueryNode.java,0.5,123,5,10,0.91
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/DeletedQueryNode.java,1.0,51,1,3,1.22
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/FieldableNode.java,1.0,45,0,6,7.0
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/FieldQueryNode.java,1.0,186,2,5,0.67
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/FuzzyQueryNode.java,1.0,98,1,7,1.0
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/GroupQueryNode.java,0.5,84,4,6,0.74
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/MatchAllDocsQueryNode.java,1.0,49,1,4,1.29
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/MatchNoDocsQueryNode.java,1.0,37,0,3,2.44
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/ModifierQueryNode.java,0.333333333,163,6,8,0.41
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/NoTokenFoundQueryNode.java,1.0,49,1,4,1.17
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/OpaqueQueryNode.java,1.0,80,1,6,1.1
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/OrQueryNode.java,1.0,78,2,14,0.63
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/ParametricQueryNode.java,1.0,100,2,6,0.7
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/ParametricRangeQueryNode.java,1.0,120,4,9,0.31
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/PathQueryNode.java,0.5,225,3,8,0.82
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/PhraseSlopQueryNode.java,0.5,110,5,7,0.35
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/ProximityQueryNode.java,0.333333333,254,6,10,0.47
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/QueryNode.java,1.0,95,1,3,2.57
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/QueryNodeImpl.java,0.5,226,2,7,0.43
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/QuotedFieldQueryNode.java,1.0,64,1,7,1.29
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/SlopQueryNode.java,0.5,117,4,7,0.53
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/TextableQueryNode.java,0.5,29,0,1,3.8
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/TokenizedPhraseQueryNode.java,0.5,105,1,10,0.4
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/parser/EscapeQuerySyntax.java,1.0,41,1,3,3.62
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/parser/SyntaxParser.java,1.0,36,2,8,3.71
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/processors/NoChildOptimizationQueryNodeProcessor.java,1.0,90,8,10,0.74
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/processors/QueryNodeProcessor.java,1.0,79,3,8,7.0
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/processors/QueryNodeProcessorImpl.java,1.0,253,4,13,1.64
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/processors/QueryNodeProcessorPipeline.java,1.0,128,3,12,2.27
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/processors/RemoveDeletedQueryNodesProcessor.java,1.0,109,4,13,0.44
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/QueryNodeError.java,1.0,75,1,8,1.95
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/QueryNodeException.java,1.0,87,3,3,0.79
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/QueryNodeParseException.java,0.5,122,3,5,0.98
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/QueryParserHelper.java,1.0,265,6,19,2.45
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/util/QueryNodeOperation.java,1.0,94,4,14,0.54
contrib/queryparser/src/java/org/apache/lucene/queryParser/core/util/UnescapedCharSequence.java,1.0,160,0,9,0.59
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/AnyQueryNodeBuilder.java,1.0,77,12,20,0.57
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/BooleanQueryNodeBuilder.java,0.5,112,15,20,0.47
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/BoostQueryNodeBuilder.java,1.0,54,5,9,1.1
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/FieldQueryNodeBuilder.java,1.0,43,5,5,1.33
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/FuzzyQueryNodeBuilder.java,1.0,44,6,5,1.25
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/GroupQueryNodeBuilder.java,1.0,45,5,5,1.47
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/MatchAllDocsQueryNodeBuilder.java,0.5,54,7,8,1.05
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/MatchNoDocsQueryNodeBuilder.java,0.5,54,7,8,1.05
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/ModifierQueryNodeBuilder.java,1.0,45,5,5,1.47
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/MultiPhraseQueryNodeBuilder.java,1.0,84,9,21,0.5
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/PhraseQueryNodeBuilder.java,1.0,64,8,13,0.78
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/PrefixWildcardQueryNodeBuilder.java,0.666666667,61,9,8,0.95
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/RangeQueryNodeBuilder.java,0.5,70,11,16,0.57
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/SlopQueryNodeBuilder.java,1.0,57,7,9,1.0
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/StandardBooleanQueryNodeBuilder.java,0.5,111,15,19,0.46
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/StandardQueryBuilder.java,1.0,37,3,1,2.56
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/StandardQueryTreeBuilder.java,0.5,81,33,11,0.54
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/builders/WildcardQueryNodeBuilder.java,0.666666667,57,9,8,0.95
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/AllowLeadingWildcardAttribute.java,1.0,33,0,1,2.75
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/AllowLeadingWildcardAttributeImpl.java,1.0,81,0,4,0.69
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/AnalyzerAttribute.java,1.0,35,1,1,2.56
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/AnalyzerAttributeImpl.java,1.0,87,1,4,0.6
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/BoostAttribute.java,1.0,35,0,1,3.0
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/BoostAttributeImpl.java,1.0,81,0,4,0.72
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/DateResolutionAttribute.java,1.0,43,1,4,2.64
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/DateResolutionAttributeImpl.java,1.0,87,1,4,0.56
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/DefaultOperatorAttribute.java,1.0,39,1,0,2.09
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/DefaultOperatorAttributeImpl.java,1.0,89,1,5,0.61
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/DefaultPhraseSlopAttribute.java,1.0,34,0,1,2.88
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/DefaultPhraseSlopAttributeImpl.java,1.0,82,0,4,0.64
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/FieldBoostMapAttribute.java,1.0,35,0,2,2.88
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/FieldBoostMapAttributeImpl.java,1.0,89,0,4,0.62
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/FieldBoostMapFCListener.java,1.0,59,5,8,1.29
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/FieldDateResolutionFCListener.java,1.0,73,6,14,0.87
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/FieldDateResolutionMapAttribute.java,1.0,35,0,2,2.88
contrib/queryparser/src/java/org/apache/lucene/queryParser/standard/config/FieldDateResolutionMapAttributeImpl.java,1.0,86,2,4,0.55
